CATEGORY,BUSINESS,ADDRESS,TELEPHONE,WEBSITE
"Accommodation, house, motel etc.","Stadium Guest House","13 Dysart Rd, Cape Town, South Africa","021 439 5821",http://www.stadiumguesthouse.com/
